MetricGroup,MetricName,MetricExpr,MetricThreshold,ScaleUnit,BriefDescription,PublicDescription
Frontend,tma_info_inst_mix_iptb,INST_RETIRED.ANY / BR_INST_RETIRED.NEAR_TAKEN,tma_info_inst_mix_iptb < 9,,Instruction per taken branch,"Instruction per taken branch. Related metrics: tma_dsb_switches, tma_fetch_bandwidth, tma_info_frontend_dsb_coverage, tma_lcp"
HPC,tma_info_system_cpu_utilization,CPU_CLK_UNHALTED.REF_TSC / TSC,,,Average CPU Utilization,
HPC,tma_info_system_dram_bw_use,64 * (UNC_M_CAS_COUNT.RD + UNC_M_CAS_COUNT.WR) / 1e9 / duration_time,,,Average external Memory Bandwidth Use for reads and writes [GB / sec],"Average external Memory Bandwidth Use for reads and writes [GB / sec]. Related metrics: tma_fb_full, tma_mem_bandwidth, tma_sq_full"
IcMiss,tma_icache_misses,ICACHE.IFDATA_STALL / tma_info_thread_clks,tma_icache_misses > 0.05 & (tma_fetch_latency > 0.1 & tma_frontend_bound > 0.15),100%,This metric represents fraction of cycles the CPU was stalled due to instruction cache misses,
InsType,tma_info_inst_mix_ipbranch,INST_RETIRED.ANY / BR_INST_RETIRED.ALL_BRANCHES,tma_info_inst_mix_ipbranch < 8,,Instructions per Branch (lower number means higher occurrence rate),
InsType,tma_info_inst_mix_ipload,INST_RETIRED.ANY / MEM_UOPS_RETIRED.ALL_LOADS,tma_info_inst_mix_ipload < 3,,Instructions per Load (lower number means higher occurrence rate),
InsType,tma_info_inst_mix_ipstore,INST_RETIRED.ANY / MEM_UOPS_RETIRED.ALL_STORES,tma_info_inst_mix_ipstore < 8,,Instructions per Store (lower number means higher occurrence rate),
MachineClears,tma_machine_clears,tma_bad_speculation - tma_branch_mispredicts,tma_machine_clears > 0.1 & tma_bad_speculation > 0.15,100%,This metric represents fraction of slots the CPU has wasted due to Machine Clears,"This metric represents fraction of slots the CPU has wasted due to Machine Clears.  These slots are either wasted by uops fetched prior to the clear; or stalls the out-of-order portion of the machine needs to recover its state after the clear. For example; this can happen due to memory ordering Nukes (e.g. Memory Disambiguation) or Self-Modifying-Code (SMC) nukes. Sample with: MACHINE_CLEARS.COUNT. Related metrics: tma_clears_resteers, tma_contested_accesses, tma_data_sharing, tma_false_sharing, tma_l1_bound, tma_microcode_sequencer, tma_ms_switches, tma_remote_cache"
Mem,tma_info_memory_core_l1d_cache_fill_bw,64 * L1D.REPLACEMENT / 1e9 / duration_time,,,Average per-core data fill bandwidth to the L1 data cache [GB / sec],
Mem,tma_info_memory_core_l2_cache_fill_bw,64 * L2_LINES_IN.ALL / 1e9 / duration_time,,,Average per-core data fill bandwidth to the L2 cache [GB / sec],
Mem,tma_info_memory_core_l3_cache_fill_bw,64 * LONGEST_LAT_CACHE.MISS / 1e9 / duration_time,,,Average per-core data fill bandwidth to the L3 cache [GB / sec],
Mem,tma_info_memory_l1mpki,1e3 * MEM_LOAD_UOPS_RETIRED.L1_MISS / INST_RETIRED.ANY,,,L1 cache true misses per kilo instruction for retired demand loads,
Mem,tma_info_memory_l2mpki,1e3 * MEM_LOAD_UOPS_RETIRED.L2_MISS / INST_RETIRED.ANY,,,L2 cache true misses per kilo instruction for retired demand loads,
Mem,tma_info_memory_l3mpki,1e3 * MEM_LOAD_UOPS_RETIRED.L3_MISS / INST_RETIRED.ANY,,,L3 cache true misses per kilo instruction for retired demand loads,
Mem,tma_info_memory_load_miss_real_latency,L1D_PEND_MISS.PENDING / (MEM_LOAD_UOPS_RETIRED.L1_MISS + MEM_LOAD_UOPS_RETIRED.HIT_LFB),,,Actual Average Latency for L1 data-cache miss demand load operations (in core cycles),
Mem,tma_info_memory_mlp,L1D_PEND_MISS.PENDING / L1D_PEND_MISS.PENDING_CYCLES,,,Memory-Level-Parallelism (average number of L1 miss demand load when there is at least one such miss,Memory-Level-Parallelism (average number of L1 miss demand load when there is at least one such miss. Per-Logical Processor)
Mem,tma_info_memory_thread_l1d_cache_fill_bw_1t,tma_info_memory_core_l1d_cache_fill_bw,,,Average per-thread data fill bandwidth to the L1 data cache [GB / sec],
Mem,tma_info_memory_thread_l2_cache_fill_bw_1t,tma_info_memory_core_l2_cache_fill_bw,,,Average per-thread data fill bandwidth to the L2 cache [GB / sec],
Mem,tma_info_memory_thread_l3_cache_access_bw_1t,0,,,Average per-thread data access bandwidth to the L3 cache [GB / sec],
Mem,tma_info_memory_thread_l3_cache_fill_bw_1t,tma_info_memory_core_l3_cache_fill_bw,,,Average per-thread data fill bandwidth to the L3 cache [GB / sec],
Mem,tma_info_memory_tlb_page_walks_utilization,(ITLB_MISSES.WALK_DURATION + DTLB_LOAD_MISSES.WALK_DURATION + DTLB_STORE_MISSES.WALK_DURATION) / tma_info_core_core_clks,tma_info_memory_tlb_page_walks_utilization > 0.5,,Utilization of the core's Page Walker(s) serving STLB misses triggered by instruction/Load/Store accesses,
Mem,tma_info_system_dram_bw_use,64 * (UNC_M_CAS_COUNT.RD + UNC_M_CAS_COUNT.WR) / 1e9 / duration_time,,,Average external Memory Bandwidth Use for reads and writes [GB / sec],"Average external Memory Bandwidth Use for reads and writes [GB / sec]. Related metrics: tma_fb_full, tma_mem_bandwidth, tma_sq_full"
Mem,tma_info_system_mem_parallel_reads,"UNC_C_TOR_OCCUPANCY.MISS_OPCODE@filter_opc\=0x182@ / UNC_C_TOR_OCCUPANCY.MISS_OPCODE@filter_opc\=0x182\,thresh\=1@",,,Average number of parallel data read requests to external memory,Average number of parallel data read requests to external memory. Accounts for demand loads and L1/L2 prefetches
Mem,tma_info_system_mem_read_latency,1e9 * (UNC_C_TOR_OCCUPANCY.MISS_OPCODE@filter_opc\=0x182@ / UNC_C_TOR_INSERTS.MISS_OPCODE@filter_opc\=0x182@) / (tma_info_system_socket_clks / duration_time),,,Average latency of data read request to external memory (in nanoseconds),Average latency of data read request to external memory (in nanoseconds). Accounts for demand loads and L1/L2 prefetches. ([RKL+]memory-controller only)
Mem,tma_info_thread_cpi,1 / tma_info_thread_ipc,,,Cycles Per Instruction (per Logical Processor),
MemoryBW,tma_fb_full,"tma_info_memory_load_miss_real_latency * cpu@L1D_PEND_MISS.REQUEST_FB_FULL\,cmask\=1@ / tma_info_thread_clks",tma_fb_full > 0.3,100%,This metric does a *rough estimation* of how often L1D Fill Buffer unavailability limited additional L1D miss memory access requests to proceed,"This metric does a *rough estimation* of how often L1D Fill Buffer unavailability limited additional L1D miss memory access requests to proceed. The higher the metric value; the deeper the memory hierarchy level the misses are satisfied from (metric values >1 are valid). Often it hints on approaching bandwidth limits (to L2 cache; L3 cache or external memory). Related metrics: tma_info_system_dram_bw_use, tma_mem_bandwidth, tma_sq_full, tma_store_latency, tma_streaming_stores"
MemoryBW,tma_info_memory_core_l1d_cache_fill_bw,64 * L1D.REPLACEMENT / 1e9 / duration_time,,,Average per-core data fill bandwidth to the L1 data cache [GB / sec],
MemoryBW,tma_info_memory_core_l2_cache_fill_bw,64 * L2_LINES_IN.ALL / 1e9 / duration_time,,,Average per-core data fill bandwidth to the L2 cache [GB / sec],
MemoryBW,tma_info_memory_core_l3_cache_fill_bw,64 * LONGEST_LAT_CACHE.MISS / 1e9 / duration_time,,,Average per-core data fill bandwidth to the L3 cache [GB / sec],
MemoryBW,tma_info_memory_mlp,L1D_PEND_MISS.PENDING / L1D_PEND_MISS.PENDING_CYCLES,,,Memory-Level-Parallelism (average number of L1 miss demand load when there is at least one such miss,Memory-Level-Parallelism (average number of L1 miss demand load when there is at least one such miss. Per-Logical Processor)
MemoryBW,tma_info_memory_thread_l1d_cache_fill_bw_1t,tma_info_memory_core_l1d_cache_fill_bw,,,Average per-thread data fill bandwidth to the L1 data cache [GB / sec],
MemoryBW,tma_info_memory_thread_l2_cache_fill_bw_1t,tma_info_memory_core_l2_cache_fill_bw,,,Average per-thread data fill bandwidth to the L2 cache [GB / sec],
MemoryBW,tma_info_memory_thread_l3_cache_access_bw_1t,0,,,Average per-thread data access bandwidth to the L3 cache [GB / sec],
MemoryBW,tma_info_memory_thread_l3_cache_fill_bw_1t,tma_info_memory_core_l3_cache_fill_bw,,,Average per-thread data fill bandwidth to the L3 cache [GB / sec],
MemoryBW,tma_info_system_dram_bw_use,64 * (UNC_M_CAS_COUNT.RD + UNC_M_CAS_COUNT.WR) / 1e9 / duration_time,,,Average external Memory Bandwidth Use for reads and writes [GB / sec],"Average external Memory Bandwidth Use for reads and writes [GB / sec]. Related metrics: tma_fb_full, tma_mem_bandwidth, tma_sq_full"
MemoryBW,tma_info_system_mem_parallel_reads,"UNC_C_TOR_OCCUPANCY.MISS_OPCODE@filter_opc\=0x182@ / UNC_C_TOR_OCCUPANCY.MISS_OPCODE@filter_opc\=0x182\,thresh\=1@",,,Average number of parallel data read requests to external memory,Average number of parallel data read requests to external memory. Accounts for demand loads and L1/L2 prefetches
MemoryBW,tma_mem_bandwidth,"min(CPU_CLK_UNHALTED.THREAD, cpu@OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD\,cmask\=6@) / tma_info_thread_clks",tma_mem_bandwidth > 0.2 & (tma_dram_bound > 0.1 & (tma_memory_bound > 0.2 & tma_backend_bound > 0.2)),100%,This metric estimates fraction of cycles where the core's performance was likely hurt due to approaching bandwidth limits of external memory (DRAM),"This metric estimates fraction of cycles where the core's performance was likely hurt due to approaching bandwidth limits of external memory (DRAM).  The underlying heuristic assumes that a similar off-core traffic is generated by all IA cores. This metric does not aggregate non-data-read requests by this logical processor; requests from other IA Logical Processors/Physical Cores/sockets; or other non-IA devices like GPU; hence the maximum external memory bandwidth limits may or may not be approached when this metric is flagged (see Uncore counters for that). Related metrics: tma_fb_full, tma_info_system_dram_bw_use, tma_sq_full"
MemoryBW,tma_sq_full,(OFFCORE_REQUESTS_BUFFER.SQ_FULL / 2 if #SMT_on else OFFCORE_REQUESTS_BUFFER.SQ_FULL) / tma_info_core_core_clks,tma_sq_full > 0.3 & (tma_l3_bound > 0.05 & (tma_memory_bound > 0.2 & tma_backend_bound > 0.2)),100%,This metric measures fraction of cycles where the Super Queue (SQ) was full taking into account all request-types and both hardware SMT threads (Logical Processors),"This metric measures fraction of cycles where the Super Queue (SQ) was full taking into account all request-types and both hardware SMT threads (Logical Processors). Related metrics: tma_fb_full, tma_info_system_dram_bw_use, tma_mem_bandwidth"
MemoryBound,tma_dram_bound,(1 - MEM_LOAD_UOPS_RETIRED.L3_HIT / (MEM_LOAD_UOPS_RETIRED.L3_HIT + 7 * MEM_LOAD_UOPS_RETIRED.L3_MISS)) * CYCLE_ACTIVITY.STALLS_L2_PENDING / tma_info_thread_clks,tma_dram_bound > 0.1 & (tma_memory_bound > 0.2 & tma_backend_bound > 0.2),100%,This metric estimates how often the CPU was stalled on accesses to external memory (DRAM) by loads,This metric estimates how often the CPU was stalled on accesses to external memory (DRAM) by loads. Better caching can improve the latency and increase performance. Sample with: MEM_LOAD_UOPS_RETIRED.L3_MISS_PS
MemoryBound,tma_info_memory_load_miss_real_latency,L1D_PEND_MISS.PENDING / (MEM_LOAD_UOPS_RETIRED.L1_MISS + MEM_LOAD_UOPS_RETIRED.HIT_LFB),,,Actual Average Latency for L1 data-cache miss demand load operations (in core cycles),
MemoryBound,tma_info_memory_mlp,L1D_PEND_MISS.PENDING / L1D_PEND_MISS.PENDING_CYCLES,,,Memory-Level-Parallelism (average number of L1 miss demand load when there is at least one such miss,Memory-Level-Parallelism (average number of L1 miss demand load when there is at least one such miss. Per-Logical Processor)
MemoryBound,tma_l1_bound,"max((min(CPU_CLK_UNHALTED.THREAD, CYCLE_ACTIVITY.STALLS_LDM_PENDING) - CYCLE_ACTIVITY.STALLS_L1D_PENDING) / tma_info_thread_clks, 0)",tma_l1_bound > 0.1 & (tma_memory_bound > 0.2 & tma_backend_bound > 0.2),100%,This metric estimates how often the CPU was stalled without loads missing the L1 data cache,"This metric estimates how often the CPU was stalled without loads missing the L1 data cache.  The L1 data cache typically has the shortest latency.  However; in certain cases like loads blocked on older stores; a load might suffer due to high latency even though it is being satisfied by the L1. Another example is loads who miss in the TLB. These cases are characterized by execution unit stalls; while some non-completed demand load lives in the machine without having that demand load missing the L1 cache. Sample with: MEM_LOAD_UOPS_RETIRED.L1_HIT_PS;MEM_LOAD_UOPS_RETIRED.HIT_LFB_PS. Related metrics: tma_clears_resteers, tma_machine_clears, tma_microcode_sequencer, tma_ms_switches, tma_ports_utilized_1"
MemoryBound,tma_l2_bound,(CYCLE_ACTIVITY.STALLS_L1D_PENDING - CYCLE_ACTIVITY.STALLS_L2_PENDING) / tma_info_thread_clks,tma_l2_bound > 0.05 & (tma_memory_bound > 0.2 & tma_backend_bound > 0.2),100%,This metric estimates how often the CPU was stalled due to L2 cache accesses by loads,This metric estimates how often the CPU was stalled due to L2 cache accesses by loads.  Avoiding cache misses (i.e. L1 misses/L2 hits) can improve the latency and increase performance. Sample with: MEM_LOAD_UOPS_RETIRED.L2_HIT_PS
MemoryBound,tma_l3_bound,MEM_LOAD_UOPS_RETIRED.L3_HIT / (MEM_LOAD_UOPS_RETIRED.L3_HIT + 7 * MEM_LOAD_UOPS_RETIRED.L3_MISS) * CYCLE_ACTIVITY.STALLS_L2_PENDING / tma_info_thread_clks,tma_l3_bound > 0.05 & (tma_memory_bound > 0.2 & tma_backend_bound > 0.2),100%,This metric estimates how often the CPU was stalled due to loads accesses to L3 cache or contended with a sibling Core,This metric estimates how often the CPU was stalled due to loads accesses to L3 cache or contended with a sibling Core.  Avoiding cache misses (i.e. L2 misses/L3 hits) can improve the latency and increase performance. Sample with: MEM_LOAD_UOPS_RETIRED.L3_HIT_PS
MemoryBound,tma_store_bound,RESOURCE_STALLS.SB / tma_info_thread_clks,tma_store_bound > 0.2 & (tma_memory_bound > 0.2 & tma_backend_bound > 0.2),100%,This metric estimates how often CPU was stalled  due to RFO store memory accesses; RFO store issue a read-for-ownership request before the write,This metric estimates how often CPU was stalled  due to RFO store memory accesses; RFO store issue a read-for-ownership request before the write. Even though store accesses do not typically stall out-of-order CPUs; there are few cases where stores can lead to actual stalls. This metric will be flagged should RFO stores be a bottleneck. Sample with: MEM_UOPS_RETIRED.ALL_STORES_PS
MemoryLat,tma_info_memory_load_miss_real_latency,L1D_PEND_MISS.PENDING / (MEM_LOAD_UOPS_RETIRED.L1_MISS + MEM_LOAD_UOPS_RETIRED.HIT_LFB),,,Actual Average Latency for L1 data-cache miss demand load operations (in core cycles),
MemoryLat,tma_info_system_mem_read_latency,1e9 * (UNC_C_TOR_OCCUPANCY.MISS_OPCODE@filter_opc\=0x182@ / UNC_C_TOR_INSERTS.MISS_OPCODE@filter_opc\=0x182@) / (tma_info_system_socket_clks / duration_time),,,Average latency of data read request to external memory (in nanoseconds),Average latency of data read request to external memory (in nanoseconds). Accounts for demand loads and L1/L2 prefetches. ([RKL+]memory-controller only)
MemoryLat,tma_l3_hit_latency,41 * (MEM_LOAD_UOPS_RETIRED.L3_HIT * (1 + MEM_LOAD_UOPS_RETIRED.HIT_LFB / (MEM_LOAD_UOPS_RETIRED.L2_HIT + MEM_LOAD_UOPS_RETIRED.L3_HIT + MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HIT + MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HITM + MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_MISS + MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM + MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_DRAM + MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_HITM + MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_FWD))) / tma_info_thread_clks,tma_l3_hit_latency > 0.1 & (tma_l3_bound > 0.05 & (tma_memory_bound > 0.2 & tma_backend_bound > 0.2)),100%,This metric represents fraction of cycles with demand load accesses that hit the L3 cache under unloaded scenarios (possibly L3 latency limited),This metric represents fraction of cycles with demand load accesses that hit the L3 cache under unloaded scenarios (possibly L3 latency limited).  Avoiding private cache misses (i.e. L2 misses/L3 hits) will improve the latency; reduce contention with sibling physical cores and increase performance.  Note the value of this node may overlap with its siblings. Sample with: MEM_LOAD_UOPS_RETIRED.L3_HIT_PS. Related metrics: tma_mem_latency
MemoryLat,tma_mem_latency,"min(CPU_CLK_UNHALTED.THREAD, OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD) / tma_info_thread_clks - tma_mem_bandwidth",tma_mem_latency > 0.1 & (tma_dram_bound > 0.1 & (tma_memory_bound > 0.2 & tma_backend_bound > 0.2)),100%,This metric estimates fraction of cycles where the performance was likely hurt due to latency from external memory (DRAM),This metric estimates fraction of cycles where the performance was likely hurt due to latency from external memory (DRAM).  This metric does not aggregate requests from other Logical Processors/Physical Cores/sockets (see Uncore counters for that). Related metrics: tma_l3_hit_latency
MemoryLat,tma_store_latency,"(L2_RQSTS.RFO_HIT * 9 * (1 - MEM_UOPS_RETIRED.LOCK_LOADS / MEM_UOPS_RETIRED.ALL_STORES) + (1 - MEM_UOPS_RETIRED.LOCK_LOADS / MEM_UOPS_RETIRED.ALL_STORES) * min(CPU_CLK_UNHALTED.THREAD, OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_RFO)) / tma_info_thread_clks",tma_store_latency > 0.1 & (tma_store_bound > 0.2 & (tma_memory_bound > 0.2 & tma_backend_bound > 0.2)),100%,This metric estimates fraction of cycles the CPU spent handling L1D store misses,"This metric estimates fraction of cycles the CPU spent handling L1D store misses. Store accesses usually less impact out-of-order core performance; however; holding resources for longer time can lead into undesired implications (e.g. contention on L1D fill-buffer entries - see FB_Full). Related metrics: tma_fb_full, tma_lock_latency"
