EventName,EventAlias,EventType,Unit,Topic,Encoding,ScaleUnit,BriefDescription,PublicDescription
offcore_response.all_data_rd.llc_hit.hit_other_core_no_fwd,,Kernel PMU event,cpu,cache,"cpu/event=0xb7,period=0x186a3,umask=0x1,offcore_rsp=0x3c0091/",,Counts all demand & prefetch data reads hit in the L3 and the snoops to sibling cores hit in either E/S state and the line is not forwarded,Counts all demand & prefetch data reads hit in the L3 and the snoops to sibling cores hit in either E/S state and the line is not forwarded
offcore_response.all_data_rd.llc_hit.hitm_other_core,,Kernel PMU event,cpu,cache,"cpu/event=0xb7,period=0x186a3,umask=0x1,offcore_rsp=0x3c0091/",,Counts all demand & prefetch data reads hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded,Counts all demand & prefetch data reads hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded
offcore_response.all_reads.llc_hit.hit_other_core_no_fwd,,Kernel PMU event,cpu,cache,"cpu/event=0xb7,period=0x186a3,umask=0x1,offcore_rsp=0x3c07f7/",,Counts all data/code/rfo reads (demand & prefetch) hit in the L3 and the snoops to sibling cores hit in either E/S state and the line is not forwarded,Counts all data/code/rfo reads (demand & prefetch) hit in the L3 and the snoops to sibling cores hit in either E/S state and the line is not forwarded
offcore_response.all_reads.llc_hit.hitm_other_core,,Kernel PMU event,cpu,cache,"cpu/event=0xb7,period=0x186a3,umask=0x1,offcore_rsp=0x3c07f7/",,Counts all data/code/rfo reads (demand & prefetch) hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded,Counts all data/code/rfo reads (demand & prefetch) hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded
offcore_response.all_requests.llc_hit.any_response,,Kernel PMU event,cpu,cache,"cpu/event=0xb7,period=0x186a3,umask=0x1,offcore_rsp=0x803c8fff/",,Counts all requests hit in the L3,Counts all requests hit in the L3
offcore_response.all_rfo.llc_hit.hit_other_core_no_fwd,,Kernel PMU event,cpu,cache,"cpu/event=0xb7,period=0x186a3,umask=0x1,offcore_rsp=0x3c0122/",,Counts all demand & prefetch RFOs hit in the L3 and the snoops to sibling cores hit in either E/S state and the line is not forwarded,Counts all demand & prefetch RFOs hit in the L3 and the snoops to sibling cores hit in either E/S state and the line is not forwarded
offcore_response.all_rfo.llc_hit.hitm_other_core,,Kernel PMU event,cpu,cache,"cpu/event=0xb7,period=0x186a3,umask=0x1,offcore_rsp=0x3c0122/",,Counts all demand & prefetch RFOs hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded,Counts all demand & prefetch RFOs hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded
offcore_response.demand_code_rd.llc_hit.hit_other_core_no_fwd,,Kernel PMU event,cpu,cache,"cpu/event=0xb7,period=0x186a3,umask=0x1,offcore_rsp=0x3c0004/",,Counts all demand code reads hit in the L3 and the snoops to sibling cores hit in either E/S state and the line is not forwarded,Counts all demand code reads hit in the L3 and the snoops to sibling cores hit in either E/S state and the line is not forwarded
offcore_response.demand_code_rd.llc_hit.hitm_other_core,,Kernel PMU event,cpu,cache,"cpu/event=0xb7,period=0x186a3,umask=0x1,offcore_rsp=0x3c0004/",,Counts all demand code reads hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded,Counts all demand code reads hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded
offcore_response.demand_data_rd.llc_hit.hit_other_core_no_fwd,,Kernel PMU event,cpu,cache,"cpu/event=0xb7,period=0x186a3,umask=0x1,offcore_rsp=0x3c0001/",,Counts demand data reads hit in the L3 and the snoops to sibling cores hit in either E/S state and the line is not forwarded,Counts demand data reads hit in the L3 and the snoops to sibling cores hit in either E/S state and the line is not forwarded
offcore_response.demand_data_rd.llc_hit.hitm_other_core,,Kernel PMU event,cpu,cache,"cpu/event=0xb7,period=0x186a3,umask=0x1,offcore_rsp=0x3c0001/",,Counts demand data reads hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded,Counts demand data reads hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded
offcore_response.demand_rfo.llc_hit.hit_other_core_no_fwd,,Kernel PMU event,cpu,cache,"cpu/event=0xb7,period=0x186a3,umask=0x1,offcore_rsp=0x3c0002/",,Counts all demand data writes (RFOs) hit in the L3 and the snoops to sibling cores hit in either E/S state and the line is not forwarded,Counts all demand data writes (RFOs) hit in the L3 and the snoops to sibling cores hit in either E/S state and the line is not forwarded
offcore_response.demand_rfo.llc_hit.hitm_other_core,,Kernel PMU event,cpu,cache,"cpu/event=0xb7,period=0x186a3,umask=0x1,offcore_rsp=0x3c0002/",,Counts all demand data writes (RFOs) hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded,Counts all demand data writes (RFOs) hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded
offcore_response.pf_l2_code_rd.llc_hit.any_response,,Kernel PMU event,cpu,cache,"cpu/event=0xb7,period=0x186a3,umask=0x1,offcore_rsp=0x803c0040/",,Counts all prefetch (that bring data to LLC only) code reads hit in the L3,Counts all prefetch (that bring data to LLC only) code reads hit in the L3
offcore_response.pf_l2_data_rd.llc_hit.any_response,,Kernel PMU event,cpu,cache,"cpu/event=0xb7,period=0x186a3,umask=0x1,offcore_rsp=0x803c0010/",,Counts prefetch (that bring data to L2) data reads hit in the L3,Counts prefetch (that bring data to L2) data reads hit in the L3
offcore_response.pf_l2_rfo.llc_hit.any_response,,Kernel PMU event,cpu,cache,"cpu/event=0xb7,period=0x186a3,umask=0x1,offcore_rsp=0x803c0020/",,Counts all prefetch (that bring data to L2) RFOs hit in the L3,Counts all prefetch (that bring data to L2) RFOs hit in the L3
offcore_response.pf_llc_code_rd.llc_hit.any_response,,Kernel PMU event,cpu,cache,"cpu/event=0xb7,period=0x186a3,umask=0x1,offcore_rsp=0x803c0200/",,Counts prefetch (that bring data to LLC only) code reads hit in the L3,Counts prefetch (that bring data to LLC only) code reads hit in the L3
offcore_response.pf_llc_data_rd.llc_hit.any_response,,Kernel PMU event,cpu,cache,"cpu/event=0xb7,period=0x186a3,umask=0x1,offcore_rsp=0x803c0080/",,Counts all prefetch (that bring data to LLC only) data reads hit in the L3,Counts all prefetch (that bring data to LLC only) data reads hit in the L3
offcore_response.pf_llc_rfo.llc_hit.any_response,,Kernel PMU event,cpu,cache,"cpu/event=0xb7,period=0x186a3,umask=0x1,offcore_rsp=0x803c0100/",,Counts all prefetch (that bring data to LLC only) RFOs hit in the L3,Counts all prefetch (that bring data to LLC only) RFOs hit in the L3
sq_misc.split_lock,,Kernel PMU event,cpu,cache,"cpu/event=0xf4,period=0x186a3,umask=0x10/",,Split locks in SQ,Split locks in SQ
avx_insts.all,,Kernel PMU event,cpu,floating point,"cpu/event=0xc6,period=0x1e8483,umask=0x7/",,"Approximate counts of AVX & AVX2 256-bit instructions, including non-arithmetic instructions, loads, and stores.  May count non-AVX instructions that employ 256-bit operations, including (but not necessarily limited to) rep string instructions that use 256-bit loads and stores for optimized performance, XSAVE* and XRSTOR*, and operations that transition the x87 FPU data registers between x87 and MMX",Note that a whole rep string only counts AVX_INST.ALL once
fp_assist.any,,Kernel PMU event,cpu,floating point,"cpu/event=0xca,cmask=0x1,period=0x186a3,umask=0x1e/",,Cycles with any input/output SSE or FP assist,Cycles with any input/output SSE* or FP assists
fp_assist.simd_input,,Kernel PMU event,cpu,floating point,"cpu/event=0xca,period=0x186a3,umask=0x10/",,Number of SIMD FP assists due to input values,Number of SIMD FP assists due to input values
fp_assist.simd_output,,Kernel PMU event,cpu,floating point,"cpu/event=0xca,period=0x186a3,umask=0x8/",,Number of SIMD FP assists due to Output values,Number of SIMD FP assists due to output values
fp_assist.x87_input,,Kernel PMU event,cpu,floating point,"cpu/event=0xca,period=0x186a3,umask=0x4/",,Number of X87 assists due to input value,Number of X87 FP assists due to input values
fp_assist.x87_output,,Kernel PMU event,cpu,floating point,"cpu/event=0xca,period=0x186a3,umask=0x2/",,Number of X87 assists due to output value,Number of X87 FP assists due to output values
move_elimination.simd_eliminated,,Kernel PMU event,cpu,floating point,"cpu/event=0x58,period=0xf4243,umask=0x2/",,Number of SIMD Move Elimination candidate uops that were eliminated,Number of SIMD move elimination candidate uops that were eliminated
move_elimination.simd_not_eliminated,,Kernel PMU event,cpu,floating point,"cpu/event=0x58,period=0xf4243,umask=0x8/",,Number of SIMD Move Elimination candidate uops that were not eliminated,Number of SIMD move elimination candidate uops that were not eliminated
other_assists.avx_to_sse,,Kernel PMU event,cpu,floating point,"cpu/event=0xc1,period=0x186a3,umask=0x8/",,"Number of transitions from AVX-256 to legacy SSE when penalty applicable  Spec update: HSD56, HSM57","Number of transitions from AVX-256 to legacy SSE when penalty applicable  Spec update: HSD56, HSM57"
other_assists.sse_to_avx,,Kernel PMU event,cpu,floating point,"cpu/event=0xc1,period=0x186a3,umask=0x10/",,"Number of transitions from SSE to AVX-256 when penalty applicable  Spec update: HSD56, HSM57","Number of transitions from SSE to AVX-256 when penalty applicable  Spec update: HSD56, HSM57"
baclears.any,,Kernel PMU event,cpu,frontend,"cpu/event=0xe6,period=0x186a3,umask=0x1f/",,"Counts the total number when the front end is resteered, mainly when the BPU cannot provide a correct prediction and this is corrected by other branch handling mechanisms at the front end",Number of front end re-steers due to BPU misprediction
dsb2mite_switches.penalty_cycles,,Kernel PMU event,cpu,frontend,"cpu/event=0xab,period=0x1e8483,umask=0x2/",,Decode Stream Buffer (DSB)-to-MITE switch true penalty cycles,Decode Stream Buffer (DSB)-to-MITE switch true penalty cycles
icache.hit,,Kernel PMU event,cpu,frontend,"cpu/event=0x80,period=0x1e8483,umask=0x1/",,"Number of Instruction Cache, Streaming Buffer and Victim Cache Reads. both cacheable and noncacheable, including UC fetches","Number of Instruction Cache, Streaming Buffer and Victim Cache Reads. both cacheable and noncacheable, including UC fetches"
icache.ifdata_stall,,Kernel PMU event,cpu,frontend,"cpu/event=0x80,period=0x1e8483,umask=0x4/",,Cycles where a code fetch is stalled due to L1 instruction-cache miss,Cycles where a code fetch is stalled due to L1 instruction-cache miss
icache.ifetch_stall,,Kernel PMU event,cpu,frontend,"cpu/event=0x80,period=0x1e8483,umask=0x4/",,Cycles where a code fetch is stalled due to L1 instruction-cache miss,Cycles where a code fetch is stalled due to L1 instruction-cache miss
icache.misses,,Kernel PMU event,cpu,frontend,"cpu/event=0x80,period=0x30d43,umask=0x2/",,"Number of Instruction Cache, Streaming Buffer and Victim Cache Misses. Includes Uncacheable accesses",This event counts Instruction Cache (ICACHE) misses
idq.all_dsb_cycles_4_uops,,Kernel PMU event,cpu,frontend,"cpu/event=0x79,cmask=0x4,period=0x1e8483,umask=0x18/",,Cycles Decode Stream Buffer (DSB) is delivering 4 Uops,Counts cycles DSB is delivered four uops. Set Cmask = 4
idq.all_dsb_cycles_any_uops,,Kernel PMU event,cpu,frontend,"cpu/event=0x79,cmask=0x1,period=0x1e8483,umask=0x18/",,Cycles Decode Stream Buffer (DSB) is delivering any Uop,Counts cycles DSB is delivered at least one uops. Set Cmask = 1
idq.all_mite_cycles_4_uops,,Kernel PMU event,cpu,frontend,"cpu/event=0x79,cmask=0x4,period=0x1e8483,umask=0x24/",,Cycles MITE is delivering 4 Uops,Counts cycles MITE is delivered four uops. Set Cmask = 4
idq.all_mite_cycles_any_uops,,Kernel PMU event,cpu,frontend,"cpu/event=0x79,cmask=0x1,period=0x1e8483,umask=0x24/",,Cycles MITE is delivering any Uop,Counts cycles MITE is delivered at least one uop. Set Cmask = 1
idq.dsb_cycles,,Kernel PMU event,cpu,frontend,"cpu/event=0x79,cmask=0x1,period=0x1e8483,umask=0x8/",,Cycles when uops are being delivered to Instruction Decode Queue (IDQ) from Decode Stream Buffer (DSB) path,Cycles when uops are being delivered to Instruction Decode Queue (IDQ) from Decode Stream Buffer (DSB) path
idq.dsb_uops,,Kernel PMU event,cpu,frontend,"cpu/event=0x79,period=0x1e8483,umask=0x8/",,Uops delivered to Instruction Decode Queue (IDQ) from the Decode Stream Buffer (DSB) path,Increment each cycle. # of uops delivered to IDQ from DSB path. Set Cmask = 1 to count cycles
idq.empty,,Kernel PMU event,cpu,frontend,"cpu/event=0x79,period=0x1e8483,umask=0x2/",,Instruction Decode Queue (IDQ) empty cycles  Spec update: HSD135,Counts cycles the IDQ is empty  Spec update: HSD135
idq.mite_all_uops,,Kernel PMU event,cpu,frontend,"cpu/event=0x79,period=0x1e8483,umask=0x3c/",,Uops delivered to Instruction Decode Queue (IDQ) from MITE path,Number of uops delivered to IDQ from any path
idq.mite_cycles,,Kernel PMU event,cpu,frontend,"cpu/event=0x79,cmask=0x1,period=0x1e8483,umask=0x4/",,Cycles when uops are being delivered to Instruction Decode Queue (IDQ) from MITE path,Cycles when uops are being delivered to Instruction Decode Queue (IDQ) from MITE path
idq.mite_uops,,Kernel PMU event,cpu,frontend,"cpu/event=0x79,period=0x1e8483,umask=0x4/",,Uops delivered to Instruction Decode Queue (IDQ) from MITE path,Increment each cycle # of uops delivered to IDQ from MITE path. Set Cmask = 1 to count cycles
idq.ms_cycles,,Kernel PMU event,cpu,frontend,"cpu/event=0x79,cmask=0x1,period=0x1e8483,umask=0x30/",,Cycles when uops are being delivered to Instruction Decode Queue (IDQ) while Microcode Sequencer (MS) is busy,"This event counts cycles during which the microcode sequencer assisted the Front-end in delivering uops.  Microcode assists are used for complex instructions or scenarios that can't be handled by the standard decoder.  Using other instructions, if possible, will usually improve performance"
idq.ms_dsb_cycles,,Kernel PMU event,cpu,frontend,"cpu/event=0x79,cmask=0x1,period=0x1e8483,umask=0x10/",,Cycles when uops initiated by Decode Stream Buffer (DSB) are being delivered to Instruction Decode Queue (IDQ) while Microcode Sequencer (MS) is busy,Cycles when uops initiated by Decode Stream Buffer (DSB) are being delivered to Instruction Decode Queue (IDQ) while Microcode Sequencer (MS) is busy
idq.ms_dsb_occur,,Kernel PMU event,cpu,frontend,"cpu/event=0x79,cmask=0x1,edge=0x1,period=0x1e8483,umask=0x10/",,Deliveries to Instruction Decode Queue (IDQ) initiated by Decode Stream Buffer (DSB) while Microcode Sequencer (MS) is busy,Deliveries to Instruction Decode Queue (IDQ) initiated by Decode Stream Buffer (DSB) while Microcode Sequencer (MS) is busy
idq.ms_dsb_uops,,Kernel PMU event,cpu,frontend,"cpu/event=0x79,period=0x1e8483,umask=0x10/",,Uops initiated by Decode Stream Buffer (DSB) that are being delivered to Instruction Decode Queue (IDQ) while Microcode Sequencer (MS) is busy,Increment each cycle # of uops delivered to IDQ when MS_busy by DSB. Set Cmask = 1 to count cycles. Add Edge=1 to count # of delivery
idq.ms_mite_uops,,Kernel PMU event,cpu,frontend,"cpu/event=0x79,period=0x1e8483,umask=0x20/",,Uops initiated by MITE and delivered to Instruction Decode Queue (IDQ) while Microcode Sequencer (MS) is busy,Increment each cycle # of uops delivered to IDQ when MS_busy by MITE. Set Cmask = 1 to count cycles
idq.ms_switches,,Kernel PMU event,cpu,frontend,"cpu/event=0x79,cmask=0x1,edge=0x1,period=0x1e8483,umask=0x30/",,Number of switches from DSB (Decode Stream Buffer) or MITE (legacy decode pipeline) to the Microcode Sequencer,Number of switches from DSB (Decode Stream Buffer) or MITE (legacy decode pipeline) to the Microcode Sequencer
idq.ms_uops,,Kernel PMU event,cpu,frontend,"cpu/event=0x79,period=0x1e8483,umask=0x30/",,Uops delivered to Instruction Decode Queue (IDQ) while Microcode Sequencer (MS) is busy,"This event counts uops delivered by the Front-end with the assistance of the microcode sequencer.  Microcode assists are used for complex instructions or scenarios that can't be handled by the standard decoder.  Using other instructions, if possible, will usually improve performance"
idq_uops_not_delivered.core,,Kernel PMU event,cpu,frontend,"cpu/event=0x9c,period=0x1e8483,umask=0x1/",,Uops not delivered to Resource Allocation Table (RAT) per thread when backend of the machine is not stalled  Spec update: HSD135,This event count the number of undelivered (unallocated) uops from the Front-end to the Resource Allocation Table (RAT) while the Back-end of the processor is not stalled. The Front-end can allocate up to 4 uops per cycle so this event can increment 0-4 times per cycle depending on the number of unallocated uops. This event is counted on a per-core basis  Spec update: HSD135
